MonumentID,MaterialID,MonumentType,MentionsUnit,Inscription,CleanedInscriptionConservative,CleanedInscription,Translation,TranslationSource,Decorated,Pediment,PedimentDetail,Frieze,Portrait,InscriptionDetails,InscriptionBorder,LowerFieldDecoration,LowerFieldDetail,MonumentStyleType,FromLatEpig,EDCSTags
0365,0365,,,Q(uintus) Mettius Q(uinti) f(ilius) / Volt(inia) Valens / mil(es) leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) XXXVIII stip(endiorum) XIIX / t(estamento) f(ieri) i(ussit),Q Mettius Q f Volt Valens mil leg VII C P F an XXXVIII stip XIIX t f i,Quintus Mettius Quinti filius Voltinia Valens miles legionis VII Claudiae Piae Fidelis annorum XXXVIII stipendiorum XIIX testamento fieri iussit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0366,0366,,,Q(uintus) Valerius / Q(uinti) f(ilius) Corn(elia) / Edessa mil(es) / leg(ionis) VII ann(orum) / XXXV stip(endiorum) XII / t(estamento) f(ieri) i(ussit) L(ucius) Valerius / h(eres) p(osuit) et Valeria / Quinta l(iberta) h(ic) s(itus) e(st),Q Valerius Q f Corn Edessa mil leg VII ann XXXV stip XII t f i L Valerius h p et Valeria Quinta l h s e,Quintus Valerius Quinti filius Cornelia Edessa miles legionis VII annorum XXXV stipendiorum XII testamento fieri iussit Lucius Valerius heres posuit et Valeria Quinta liberta hic situs est,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri
0367,0367,,,T(ito) Fl(avio) T(iti) f(ilio) Pol(lia) castr(is) / Lucilio / vexillario equitum sing(ularium) / Aug(usti) sesquiplicario eiusd(em) numeri / duplicario et summo curat(ori) / equit(um) sing(ularium) Aug(usti) |(centurioni) coh(ortis) VIII vol(untariorum) / honesta missione commodis accept(is) / omnibus ab Imp(eratore) Hadriano Aug(usto) / T(itus) Fl(avius) Eulogus lib(ertus) / et heres vivus fecit ex vo/luntate sua et sibi et libert(is) / libertabusq(ue) suis posterisq(ue) eorum,T Fl T f Pol castr Lucilio vexillario equitum sing Aug sesquiplicario eiusd numeri duplicario et summo curat equit sing Aug coh VIII vol honesta missione commodis accept omnibus ab Imp Hadriano Aug T Fl Eulogus lib et heres vivus fecit ex voluntate sua et sibi et libert libertabusq suis posterisq eorum,Tito Flavio Titi filio Pollia castris Lucilio vexillario equitum singularium Augusti sesquiplicario eiusdem numeri duplicario et summo curatori equitum singularium Augusti centurioni cohortis VIII voluntariorum honesta missione commodis acceptis omnibus ab Imperatore Hadriano Augusto Titus Flavius Eulogus libertus et heres vivus fecit ex voluntate sua et sibi et libertis libertabus que suis posteris que eorum,,,,,,,,,,,,,,Augusti/Augustae;  liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri
0368,0368,,,M(arcus) Valerius M(arci) / f(ilius) Tro(mentina) Macer vet(eranus) / [cohort(is) X3]I urb(anae) / testam(ento) fier(i) ius(sit) / her(es) fac(iendum) cur(avit),M Valerius M f Tro Macer vet I urb testam fier ius her fac cur,Marcus Valerius Marci filius Tromentina Macer veteranus cohortis X I urbanae testamento fieri iussit heres faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0369,0369,,,L(ucius) Icconius L(uci) f(ilius) / Ani(ensi) Surio Cae/saraug(usta) miles / leg(ionis) XI C(laudiae) P(iae) F(idelis) / [|(centuria)] Titi Silvani / stip(endiorum) XXIII t(estamento) f(ieri) i(ussit) / h(eres) f(aciendum) c(uravit),L Icconius L f Ani Surio Caesaraug miles leg XI C P F Titi Silvani stip XXIII t f i h f c,Lucius Icconius Luci filius Aniensi Surio Caesaraugusta miles legionis XI Claudiae Piae Fidelis centuria Titi Silvani stipendiorum XXIII testamento fieri iussit heres faciendum curavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0370,0370,,,Vib]ullius t[rib(unus?)] / [le]g(ionis) VII et L(ucius) Sa[l]/[vius] M(arcus) Sueto ce[n]/[t]uriones leg(ionis) X[I] / [iu]dices d[a]ti ex / [co]<n=M>ventione a / [L(ucio) V]olusio Satur/[ni]no leg(ato) pro pr(aetore) / [C(ai) C]aesaris Aug(usti) / [Ger]manici inter / [3]tine[s] e[t 3],Vibullius t g VII et L Sa M Sueto ceuriones leg X dices dti ex Mventione a olusio Saturno leg pro pr aesaris Aug manici inter tine e,Vibullius tribunus legionis VII et Lucius Salvius Marcus Sueto centuriones legionis XI iudices dati ex conventione a Lucio Volusio Saturnino legato pro praetore Cai Caesaris Augusti Germanici inter tines et,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo equester;  ordo senatorius;  praenomen et nomen;  termini;  viri
0371,0371,,,Flav<u=O>s Bo/uti f(ilius) mil(es) / coh(ortis) I Luce(nsium) / ann(orum) XXXI / stip(endiorum) X dom(o) / Luco Aug(usti) h(eres) f(aciendum) c(uravit) / h(ic) s(itus) e(st),FlavOs Bouti f mil coh I Luce ann XXXI stip X dom Luco Aug h f c h s e,Flavus Bouti filius miles cohortis I Lucensium annorum XXXI stipendiorum X domo Luco Augusti heres faciendum curavit hic situs est,,,,,,,,,,,,,,milites;  nomen singulare;  tituli sepulcrales;  viri
0372,0372,,,Manibus / C(ai) Valeri C(ai) f(ilii) / Sca(ptia) Secundi / Altino praef(ecti) kas(trorum) leg(ionis) XI C(laudiae) P(iae) F(idelis),Manibus C Valeri C f Sca Secundi Altino praef kas leg XI C P F,Manibus Cai Valeri Cai filii Scaptia Secundi Altino praefecti kastrorum legionis XI Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  ordo equester;  tituli sepulcrales;  tria nomina;  viri
0373,0373,,,Q(uintus) Murrius / Q(uinti) f(ilius) Ser(gia) Augusta / mil(es) leg(ionis) [3 an]n(orum) XXXV / stip(endiorum) VI[3 h(ic) s(itus)] e(st),Q Murrius Q f Ser Augusta mil leg n XXXV stip VI e,Quintus Murrius Quinti filius Sergia Augusta miles legionis annorum XXXV stipendiorum VI hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0374,0374,,,c]enturio le[g(ionis) VII,centurio leg VII,centurio legionis VII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0375,0375,,,Silvano Aug(usto) / sac(rum) Iul(ius) Cass/ianus mil(es) coh(ortis) / [,Silvano Aug sac Iul Cassianus mil coh,Silvano Augusto sacrum Iulius Cassianus miles cohortis,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0376,0376,,,] / mil(es) c[oh(ortis) I Belga]/rum d[efunctus] / ann(orum) L[3] / h(ic) s(itus) e(st) / P[,mil crum d ann L h s e P,miles cohortis I Belgarum defunctus annorum L hic situs est P,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0377,0377,,,L(ucius) Fabius C(ai) f(ilius) / Serg(ia) Conana / ann(orum) XX[3] / h(ic) s(itus) [e(st)] / C(aius) Fabius pa[ter] / filio posuit,L Fabius C f Serg Conana ann XX h s C Fabius pa filio posuit,Lucius Fabius Cai filius Sergia Conana annorum XX hic situs est Caius Fabius pater filio posuit,,,,,,,,,,,,,,praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0378,0378,,,C(aius) Iulius C(ai) f(ilius) / Fab(ia) Ninica / mil(es) leg(ionis) VII / an(norum) XXXIX stip(endiorum) / XVII h(ic) s(itus) e(st) / hospes resis[te et] tumulum / contempla meum lege et / moratus iam scies quae / debeas vixi qua potui ca/rus sumo deorum hic su/m sepultus hic ossua re/quiescunt mea vale et / benefacito vitae dum fa/tum venit // Faustus l(ibertus) patrono,C Iulius C f Fab Ninica mil leg VII an XXXIX stip XVII h s e hospes resis tumulum contempla meum lege et moratus iam scies quae debeas vixi qua potui carus sumo deorum hic sum sepultus hic ossua requiescunt mea vale et benefacito vitae dum fatum venit Faustus l patrono,Caius Iulius Cai filius Fabia Ninica miles legionis VII annorum XXXIX stipendiorum XVII hic situs est hospes resiste et tumulum contempla meum lege et moratus iam scies quae debeas vixi qua potui carus sumo deorum hic sum sepultus hic ossua requiescunt mea vale et benefacito vitae dum fatum venit Faustus libertus patrono,,,,,,,,,,,,,,carmina;  liberti/libertae;  milites;  nomen singulare;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri
0379,0379,,,]nius C(ai) f(ilius) / [3]s ann(orum) V h(ic) s(itus) e(st) / [3]iaii parens supre / [3] qui fatis CONCID / [3]eci [2] sine PVS / [3]NSS annus cui SCIDI / [3] miseris ipse patrem / [3]II mihi natura / [3] I / [,nius C f s ann V h s e iaii parens supre qui fatis CONCID eci sine PVS NSS annus cui SCIDI miseris ipse patrem II mihi natura I,nius Cai filius s annorum V hic situs est iaii parens supre qui fatis CONCID eci sine PVS NSS annus cui SCIDI miseris ipse patrem II mihi natura I,,,,,,,,,,,,,,tituli sepulcrales;  tria nomina;  viri
0380,0380,,,]S C Pala/[tina(?) 3 leg(ionis)] VII / [,S C Pala VII,S C Palatina legionis VII,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0381,0381,,,Mebdius / Corvin[us] / mil(es) co[h(ortis)] X / pr[aet(oriae) Bracar]aug/us[ta] ann[orum] / XXV[II stip(endiorum)] / VII[I] h(ic) s(itus) e(st) / T(itus) [3] / F[eli]x he[r]es,Mebdius Corvin mil co X praugus ann XXV VII h s e T Fx hees,Mebdius Corvinus miles cohortis X praetoriae Bracaraugusta annorum XXVII stipendiorum VIII hic situs est Titus Felix heres,,,,,,,,,,,,,,milites;  tituli sepulcrales;  tria nomina;  viri
0382,0382,,,L(ucius) Attius <L=I>(uci) <f=E>(ilius) Sergi(a) / Augusta / an(norum) XXX st(ipendiorum) VIII / mil(es) leg(ionis) VII / h(ic) s(itus) es(t),L Attius I E Sergi Augusta an XXX st VIII mil leg VII h s es,Lucius Attius Luci filius Sergia Augusta annorum XXX stipendiorum VIII miles legionis VII hic situs est,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0383,0383,,,L(ucius) Mummius L(uci) / f(ilius) Fab(ia) Ancyra / miles leg(ionis) VII / ann(orum) XXXVI / stipend(iorum) XVI / h(ic) s(itus) e(st) // Arma bis octonis felicia qui tulit annis / hic situs est fato Mummius ipse suo / si sapiunt obiti data munera percipis am(pla) / et recipis nostrae pignus amicitiae / hoc tibi cum titulo posuit / Cornelius Chrestus / et dixit lachrymans sit tibi ter(r)a levis // M(arcus) Cornelius M(arci) l(ibertus) / Chrestus posuit,L Mummius L f Fab Ancyra miles leg VII ann XXXVI stipend XVI h s e Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis am et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi tera levis M Cornelius M l Chrestus posuit,Lucius Mummius Luci filius Fabia Ancyra miles legionis VII annorum XXXVI stipendiorum XVI hic situs est Arma bis octonis felicia qui tulit annis hic situs est fato Mummius ipse suo si sapiunt obiti data munera percipis ampla et recipis nostrae pignus amicitiae hoc tibi cum titulo posuit Cornelius Chrestus et dixit lachrymans sit tibi terra levis Marcus Cornelius Marci libertus Chrestus posuit,,,,,,,,,,,,,,carmina;  liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0384,0384,,,Dis Manibus / sacrum / C(aius) V(ibius) C(ai) f(ilius) Pom<p=I>t(ina) / Pude(n)s dom(o) Arret(io) / |(centurio) leg(ionis) VII C(laudiae) P(iae) F(idelis) viv<u=O>s fec(it) / sibi et Iuliae C(ai) f(iliae) Pollae / uxori,Dis Manibus sacrum C V C f PomIt Pudes dom Arret leg VII C P F vivOs fec sibi et Iuliae C f Pollae uxori,Dis Manibus sacrum Caius Vibius Cai filius Pomptina Pudens domo Arretio centurio legionis VII Claudiae Piae Fidelis vivus fecit sibi et Iuliae Cai filiae Pollae uxori,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0385,0385,,,Rutilia [3] / v(iva) f(ecit) sibi et Ar[3] / Tusco patri mil(iti) / leg(ionis) VII et A[3] / Primioni f[ilio] / et Rutiliae Fes[tae(?)] / defunctae,Rutilia v f sibi et Ar Tusco patri mil leg VII et A Primioni f et Rutiliae Fes defunctae,Rutilia viva fecit sibi et Ar Tusco patri militi legionis VII et A Primioni filio et Rutiliae Festae defunctae,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0386,0386,,,C(aio) Livio C(ai) f(ilio) Serg(ia) / Clementi mil(iti) coh(ortis) VIII / pr(aetoriae) |(centuria) C(ai) Marci Gemellini / Livius Obseque(n)s lib(ertus) / v(ivus) f(ecit),C Livio C f Serg Clementi mil coh VIII pr C Marci Gemellini Livius Obseques lib v f,Caio Livio Cai filio Sergia Clementi militi cohortis VIII praetoriae centuria Cai Marci Gemellini Livius Obsequens libertus vivus fecit,,,,,,,,,,,,,,liberti/libertae;  milites;  tituli sepulcrales;  tria nomina;  viri
0387,0387,,,T(erminus) pra(torum) / leg(ionis) / XI C(laudiae) P(iae) F(idelis),T pra leg XI C P F,Terminus pratorum legionis XI Claudiae Piae Fidelis,,,,,,,,,,,,,,milites;  termini
0388,0388,,,L(ucius) Arruntius / Cami[ll]us Scri/b[o]nia[n]us le[g(atus)] pro / pr(aetore) C(ai) [C]ae[s]aris Aug(usti) / Germanici iudicem / dedit M(anium) Coelium |(centurionem) / leg(ionis) VII inter Sapuates / e[t La]matinos(?) ut fines / [reg]eret et termin<o=V>s po[n(eret)],L Arruntius Camius Scribniaus le pro pr C aearis Aug Germanici iudicem dedit M Coelium leg VII inter Sapuates ematinos ut fines eret et terminVs po,Lucius Arruntius Camillus Scribonianus legatus pro praetore Cai Caesaris Augusti Germanici iudicem dedit Manium Coelium centurionem legionis VII inter Sapuates et Lamatinos ut fines regeret et terminos poneret,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo senatorius;  termini;  tria nomina;  viri
0389,0389,,,C(aius) Auliu[s] C(ai) f(ilius) / Ani(ensi) Secundus / domo Cremona / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st) Arria / Agat(h)emeris co(n)iugi / caris(s)imo ben[e] / merenti posu[it et(?)] / Q(uinto) Arrio Prisc[o 3] / se viva et / sibi posuit,C Auliu C f Ani Secundus domo Cremona vet leg VII C P F h s e Arria Agatemeris coiugi carisimo ben merenti posu Q Arrio Prisc se viva et sibi posuit,Caius Aulius Cai filius Aniensi Secundus domo Cremona veteranus legionis VII Claudiae Piae Fidelis hic situs est Arria Agathemeris coniugi carissimo bene merenti posuit et Quinto Arrio Prisco se viva et sibi posuit,,,,,,,,,,,,,,milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0390,0390,,,L(ucius) Vegnonius / L(uci) f(ilius) vet(eranus) leg(ionis) V[II] / [d]om(o) Florent[ia] / [Tr]opaena F[a]/[br]icia se vi[va] / [si]bi et vir[o] / <f=E>(ecit) / hic s(itus) est,L Vegnonius L f vet leg V om Florent opaena Ficia se vi bi et vir E hic s est,Lucius Vegnonius Luci filius veteranus legionis VII domo Florentia Tropaena Fabricia se viva sibi et viro fecit hic situs est,,,,,,,,,,,,,,milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri
0391,0391,,,L(ucius) Marcilius / C(ai) [f(ilius) do]mo Pe/[ssin(unte?) 3 leg(ionis) V]II / C[l(audiae) P(iae) F(idelis) 3] / [6] / C(aius) M[arcilius(?),L Marcilius C mo PeII C C Marcilius,Lucius Marcilius Cai filius domo Pessinunte legionis VII Claudiae Piae Fidelis Caius Marcilius,,,,,,,,,,,,,,tituli sepulcrales;  tria nomina;  viri
0392,0392,,,Dianae Nemore(n)s(i) / sacrum / Ti(berius) Claudius Claud[i]/anus praef(ectus) coh(ortis) I / Bracaraugust(anorum) / ex voto su(s)cep(to) de suo,Dianae Nemores sacrum Ti Claudius Claudanus praef coh I Bracaraugust ex voto sucep de suo,Dianae Nemorensi sacrum Tiberius Claudius Claudianus praefectus cohortis I Bracaraugustanorum ex voto suscepto de suo,,,,,,,,,,,,,,milites;  ordo equester;  tituli sacri;  tria nomina;  viri
0393,0393,,,Q(uintus) Piseni{i}us Se/verinus |(centurio) leg(ionis) XI Cl(audiae) / templum Lib(eri) Pat(ris) / vetustate corrup/tum porticib(us) adiect(is) / restituit,Q Piseniius Severinus leg XI Cl templum Lib Pat vetustate corruptum porticib adiect restituit,Quintus Pisenius Severinus centurio legionis XI Claudiae templum Liberi Patris vetustate corruptum porticibus adiectis restituit,,,,,,,,,,,,,,milites;  tituli operum;  tituli sacri;  tria nomina;  viri
0394,0394,,,Ti(berio) Claud[io 3 ima]/ginif(ero) vet(erano) [3] / stip(endiorum) XLIX an[nor(um) 3] / Ti(berius) Claudius [3 sibi posteris]/q(ue) eius quod is t[est(amento) des(ignavit)],Ti Claud ginif vet stip XLIX an Ti Claudius q eius quod is t,Tiberio Claudio imaginifero veterano stipendiorum XLIX annorum Tiberius Claudius sibi posteris que eius quod is testamento designavit,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0395,0395,,,M(arcus) Heredius M(arci) f(ilius) Pal(atina) / veteranus leg(ionis) VII / h(ic) s(itus) est fecit / Faustus l(ibertus),M Heredius M f Pal veteranus leg VII h s est fecit Faustus l,Marcus Heredius Marci filius Palatina veteranus legionis VII hic situs est fecit Faustus libertus,,,,,,,,,,,,,,liberti/libertae;  milites;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri
0396,0396,,,Cn(aeus) Magius Cn(aei) f(ilius) / Palat(ina) veteranus / s(itus),Cn Magius Cn f Palat veteranus s,Cnaeus Magius Cnaei filius Palatina veteranus situs,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0397,0397,,,L(ucius) Riccius L(uci) f(ilius) Vel(ina) / Pessinunte ann(orum) LX vet(eranus) / Marcia Maxima uxor / L(ucius) Riccius L(uci) f(ilius) Valens / L(ucius) Riccius L(uci) f(ilius) Gallus / Riccia L(uci) [f(ilia)] Bulla / h(ic) s(iti) s(unt) / L(ucius) Atilius L(uci) f(ilius) Vel(ina) veter(anus) leg(ionis) VII / avunculo suo posuit et sibi,L Riccius L f Vel Pessinunte ann LX vet Marcia Maxima uxor L Riccius L f Valens L Riccius L f Gallus Riccia L Bulla h s s L Atilius L f Vel veter leg VII avunculo suo posuit et sibi,Lucius Riccius Luci filius Velina Pessinunte annorum LX veteranus Marcia Maxima uxor Lucius Riccius Luci filius Valens Lucius Riccius Luci filius Gallus Riccia Luci filia Bulla hic siti sunt Lucius Atilius Luci filius Velina veteranus legionis VII avunculo suo posuit et sibi,,,,,,,,,,,,,,milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  viri
0398,0398,,,Q(uintus) Marc[ius(?) 3 f(ilius)] / Serg(ia?) Itali[ca] / signifer le[g(ionis) XI(?)] / annor(um) nat(us) XX[3] / stipendiorum X[,Q Marc Serg Itali signifer le annor nat XX stipendiorum X,Quintus Marcius filius Sergia Italica signifer legionis XI annorum natus XX stipendiorum X,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0399,0399,,,dom]o Arimin(o) / mil(es) leg(ionis) XIII donat(us) torq(uibus) / armil(lis) phal(eris) et |(centurio) coh(ortis) I / Camp(anae) an(norum) LX t(estamento) f(ieri) i(ussit) Posidonius / et Prunicus lib(erti) posuer(unt) / et (H)aline h(ic) s(ita) e(st),domo Arimin mil leg XIII donat torq armil phal et coh I Camp an LX t f i Posidonius et Prunicus lib posuer et aline h s e,domo Arimino miles legionis XIII donatus torquibus armillis phaleris et centurio cohortis I Campanae annorum LX testamento fieri iussit Posidonius et Prunicus liberti posuerunt et Haline hic sita est,,,,,,,,,,,,,,liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri
0400,0400,,,] / M[3]VL[3] d[ec(urio?)] / c(o)ho(rtis) XI Gall(orum) / domo Patavi[o] / ann(orum) XLVI stip(endiorum) / XV,M VL d cho XI Gall domo Patavi ann XLVI stip XV,M VL decurio cohortis XI Gallorum domo Patavio annorum XLVI stipendiorum XV,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0401,0401,,,C(aius) Iulius C(ai) [f(ilius) 3] / Cerialis |(centurio) [coh(ortis) I] / Campan[ae] / Castori et P[olluci] / v(otum) s(olvit) [l(ibens) m(erito)],C Iulius C Cerialis Campan Castori et P v s,Caius Iulius Cai filius Cerialis centurio cohortis I Campanae Castori et Polluci votum solvit libens merito,,,,,,,,,,,,,,milites;  tituli sacri;  tria nomina;  viri
0402,0402,,,]FA[3] / [3]us dom(o) Ger[3] / [3]I aquilif[er leg(ionis) 3] / [|(centuria) Ae]mili Pi[,FA us dom Ger I aquilif mili Pi,FA us domo Ger I aquilifer legionis centuria Aemili Pi,,,,,,,,,,,,,,milites;  tituli sepulcrales;  viri
0403,0403,,,Ma]rcello vet(erano) coh(ortis) III / [Alpinor]um ann(orum) LXX stip(endiorum) XLIII / [3] Marcellae ann(orum) / [3]ae C(ai) l(ibertae) Iucundae / [,Marcello vet coh III um ann LXX stip XLIII Marcellae ann ae C l Iucundae,Marcello veterano cohortis III Alpinorum annorum LXX stipendiorum XLIII Marcellae annorum ae Cai libertae Iucundae,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri
0404,0404,,,Aditus secundum consuetudinem / longus ped(es) XX lat(us) ped(es) XV h(oc) m(onumentum) h(eredem) n(on) s(equitur),Aditus secundum consuetudinem longus ped XX lat ped XV h m h n s,Aditus secundum consuetudinem longus pedes XX latus pedes XV hoc monumentum heredem non sequitur,,,,,,,,,,,,,,tituli operum;  tituli sepulcrales
0405,0405,,,Leg(ionis) IIII [F(laviae) F(elicis)],Leg IIII,Legionis IIII Flaviae Felicis,,,,,,,,,,,,,,milites;  sigilla impressa;  tituli fabricationis
0406,0406,,,L(ucius) Cusius / L(uci) l(ibertus) Ascani/us an(norum) XX h(ic) s(itus) e(st) / patronus posu/it bene merito,L Cusius L l Ascanius an XX h s e patronus posuit bene merito,Lucius Cusius Luci libertus Ascanius annorum XX hic situs est patronus posuit bene merito,,,,,,,,,,,,,,liberti/libertae;  tituli sepulcrales;  tria nomina;  viri
0407,0407,,,L(ucius) Ancharenus Q(uinti) f(ilius) / Ser(gia) Laranda mil(es) / leg(ionis) VII ann(orum) XL stip(endiorum) XXI / h(ic) s(itus) e(st) / Q(uintus) Ancharenus haec tanquam / posuit tibi dona frater quia / longe a patria te cecidisse dolet / optaram vivo potius dare vina / me tib(i) non obito care ferenda / tuo si quicquam sentire potes / [pro te]mpore nostro damus haec / ostica sit tibi terra levis frater / fratri posuit,L Ancharenus Q f Ser Laranda mil leg VII ann XL stip XXI h s e Q Ancharenus haec tanquam posuit tibi dona frater quia longe a patria te cecidisse dolet optaram vivo potius dare vina me tib non obito care ferenda tuo si quicquam sentire potes mpore nostro damus haec ostica sit tibi terra levis frater fratri posuit,Lucius Ancharenus Quinti filius Sergia Laranda miles legionis VII annorum XL stipendiorum XXI hic situs est Quintus Ancharenus haec tanquam posuit tibi dona frater quia longe a patria te cecidisse dolet optaram vivo potius dare vina me tibi non obito care ferenda tuo si quicquam sentire potes pro tempore nostro damus haec ostica sit tibi terra levis frater fratri posuit,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0408,0408,,,Cn(aeus) Tamphilus Vala proco(n)s(ul),Cn Tamphilus Vala procos,Cnaeus Tamphilus Vala proconsul,,,,,,,,,,,,,,ordo senatorius;  tituli operum;  tria nomina;  viri
0409,0409,,,Ti(berius) Caesar divi Aug(usti) f(ilius) / Augustus imp(erator) pontif(ex) max(imus) / trib(unicia) potest(ate) XX co(n)s(ul) III / leg(io) VII leg(io) XI / P(ublio) Cornelio Dolabella / leg(ato) pr(o) pr(aetore),Ti Caesar divi Aug f Augustus imp pontif max trib potest XX cos III leg VII leg XI P Cornelio Dolabella leg pr pr,Tiberius Caesar divi Augusti filius Augustus imperator pontifex maximus tribunicia potestate XX consul III legio VII legio XI Publio Cornelio Dolabella legato pro praetore,,,,,,,,,,,,,,Augusti/Augustae;  milites;  ordo senatorius;  tituli operum;  tituli sacri;  tria nomina;  viri
0410,0410,,,C(aius) Al[l]ius [3] / spec(ulator) l[eg(ionis) 3] / [[6]] / v(ivus) f(ecit) sibi et [3] / in fr(onte) [p(edes) 3] / in agr(o) [p(edes),C Alius spec l v f sibi et in fr in agr p,Caius Allius speculator legionis vivus fecit sibi et in fronte pedes in agro pedes,,,,,,,,,,,,,,litterae erasae;  milites;  tituli sepulcrales;  viri
0411,0411,,,C(aio) Allio T(iti) f(ilio) Fab(ia) Luc(a) / veter(ano) leg(ionis) XX / C(aio) Allio Prisco f(ilio) / ann(orum) X Allia C(ai) l(iberta) Mete / patrono et filio / viva b(e)ne merenti / in fronte p(edes) X in agr(o) p(edes) XVI / et C(aio) Allio Vitali filio,C Allio T f Fab Luc veter leg XX C Allio Prisco f ann X Allia C l Mete patrono et filio viva bne merenti in fronte p X in agr p XVI et C Allio Vitali filio,Caio Allio Titi filio Fabia Luca veterano legionis XX Caio Allio Prisco filio annorum X Allia Cai liberta Mete patrono et filio viva bene merenti in fronte pedes X in agro pedes XVI et Caio Allio Vitali filio,,,,,,,,,,,,,,liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri
0412,0412,,,M(anius) Antestius / Auctus vet(eranus) v(ivus) [f(ecit)] / sibi et suis / in fr(onte) p(edes) XX in agr(o) / p(edes) XVI [et] ustrin(a) in fr(onte) / p(edes) XX,M Antestius Auctus vet v sibi et suis in fr p XX in agr p XVI ustrin in fr p XX,Manius Antestius Auctus veteranus vivus fecit sibi et suis in fronte pedes XX in agro pedes XVI et ustrina in fronte pedes XX,,,,,,,,,,,,,,milites;  tituli operum;  tituli sepulcrales;  tria nomina;  viri
0413,0413,,,Sex(tus) Atilius / Sex(ti) f(ilius) Pap(iria) / veter(anus) leg(ionis) VII / domo Ticino / hic situs est / testamento / fieri iussit / in f(ronte) p(edes) XV in a(gro) p(edes) XX,Sex Atilius Sex f Pap veter leg VII domo Ticino hic situs est testamento fieri iussit in f p XV in a p XX,Sextus Atilius Sexti filius Papiria veteranus legionis VII domo Ticino hic situs est testamento fieri iussit in fronte pedes XV in agro pedes XX,,,,,,,,,,,,,,milites;  praenomen et nomen;  tituli sepulcrales;  viri
0414,0414,,,T(ito) Elvio Sca(ptia) Marino / IIIIvir(o) Altini / T(itus) Elvius T(iti) f(ilius) Salinator / |(centurio) leg(ionis) VII patri / in fronte p(edes) XXX in agro p(edes) XXX / h(oc) m(onumentum) h(eredem) n(on) s(equetur),T Elvio Sca Marino IIII vir Altini T Elvius T f Salinator leg VII patri in fronte p XXX in agro p XXX h m h n s,Tito Elvio Scaptia Marino IIII viro Altini Titus Elvius Titi filius Salinator centurio legionis VII patri in fronte pedes XXX in agro pedes XXX hoc monumentum heredem non sequetur,,,,,,,,,,,,,,milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri
